
===== Classifying modified proteins as such ====
G1FV3-28872-MONOMER: Updating molecular-weight-seq from NIL to 7.787
G1FV3-30397-MONOMER: Updating molecular-weight-seq from NIL to 17.115
G1FV3-25063-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26815-MONOMER: Updating molecular-weight-seq from NIL to 21.129
G1FV3-28873-MONOMER: Updating molecular-weight-seq from NIL to 22.765
G1FV3-30565-MONOMER: Updating molecular-weight-seq from NIL to 93.541
G1FV3-28879-MONOMER: Updating molecular-weight-seq from NIL to 68.987
G1FV3-28874-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25064-MONOMER: Updating molecular-weight-seq from NIL to 41.177
G1FV3-26816-MONOMER: Updating molecular-weight-seq from NIL to 54.652
G1FV3-28875-MONOMER: Updating molecular-weight-seq from NIL to 56.492
G1FV3-30398-MONOMER: Updating molecular-weight-seq from NIL to 26.782
G1FV3-30566-MONOMER: Updating molecular-weight-seq from NIL to 11.934
G1FV3-25065-MONOMER: Updating molecular-weight-seq from NIL to 34.875
G1FV3-26817-MONOMER: Updating molecular-weight-seq from NIL to 36.947
G1FV3-28878-MONOMER: Updating molecular-weight-seq from NIL to 19.744
G1FV3-30399-MONOMER: Updating molecular-weight-seq from NIL to 47.538
G1FV3-30567-MONOMER: Updating molecular-weight-seq from NIL to 52.56
G1FV3-30400-MONOMER: Updating molecular-weight-seq from NIL to 48.302
G1FV3-25066-MONOMER: Updating molecular-weight-seq from NIL to 21.54
G1FV3-26818-MONOMER: Updating molecular-weight-seq from NIL to 65.862
G1FV3-30568-MONOMER: Updating molecular-weight-seq from NIL to 38.985
G1FV3-28880-MONOMER: Updating molecular-weight-seq from NIL to 55.216
G1FV3-25067-MONOMER: Updating molecular-weight-seq from NIL to 11.575
G1FV3-28881-MONOMER: Updating molecular-weight-seq from NIL to 29.135
G1FV3-26819-MONOMER: Updating molecular-weight-seq from NIL to 35.441
G1FV3-30401-MONOMER: Updating molecular-weight-seq from NIL to 60.873
G1FV3-30569-MONOMER: Updating molecular-weight-seq from NIL to 39.104
G1FV3-28882-MONOMER: Updating molecular-weight-seq from NIL to 70.281
G1FV3-30402-MONOMER: Updating molecular-weight-seq from NIL to 56.854
G1FV3-25068-MONOMER: Updating molecular-weight-seq from NIL to 17.33
G1FV3-26820-MONOMER: Updating molecular-weight-seq from NIL to 12.536
G1FV3-28883-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30570-MONOMER: Updating molecular-weight-seq from NIL to 29.006
G1FV3-28884-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25069-MONOMER: Updating molecular-weight-seq from NIL to 4.546
G1FV3-26821-MONOMER: Updating molecular-weight-seq from NIL to 17.198
G1FV3-28885-MONOMER: Updating molecular-weight-seq from NIL to 45.426
G1FV3-30403-MONOMER: Updating molecular-weight-seq from NIL to 70.371
G1FV3-30571-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28886-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25070-MONOMER: Updating molecular-weight-seq from NIL to 70.25
G1FV3-28887-MONOMER: Updating molecular-weight-seq from NIL to 31.211
G1FV3-26822-MONOMER: Updating molecular-weight-seq from NIL to 37.205
G1FV3-30404-MONOMER: Updating molecular-weight-seq from NIL to 25.951
G1FV3-30572-MONOMER: Updating molecular-weight-seq from NIL to 57.844
G1FV3-25071-MONOMER: Updating molecular-weight-seq from NIL to 50.848
G1FV3-28888-MONOMER: Updating molecular-weight-seq from NIL to 43.794
G1FV3-30405-MONOMER: Updating molecular-weight-seq from NIL to 7.914
G1FV3-28889-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26823-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30573-MONOMER: Updating molecular-weight-seq from NIL to 37.454
G1FV3-28890-MONOMER: Updating molecular-weight-seq from NIL to 42.95
G1FV3-25072-MONOMER: Updating molecular-weight-seq from NIL to 6.797
G1FV3-28891-MONOMER: Updating molecular-weight-seq from NIL to 16.479
G1FV3-26824-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30406-MONOMER: Updating molecular-weight-seq from NIL to 49.569
G1FV3-30575-MONOMER: Updating molecular-weight-seq from NIL to 22.246
G1FV3-25073-MONOMER: Updating molecular-weight-seq from NIL to 26.92
G1FV3-28893-MONOMER: Updating molecular-weight-seq from NIL to 41.094
G1FV3-26825-MONOMER: Updating molecular-weight-seq from NIL to 129.308
G1FV3-30407-MONOMER: Updating molecular-weight-seq from NIL to 26.75
G1FV3-30576-MONOMER: Updating molecular-weight-seq from NIL to 57.295
G1FV3-28894-MONOMER: Updating molecular-weight-seq from NIL to 49.547
G1FV3-25074-MONOMER: Updating molecular-weight-seq from NIL to 21.417
G1FV3-28895-MONOMER: Updating molecular-weight-seq from NIL to 141.448
G1FV3-30577-MONOMER: Updating molecular-weight-seq from NIL to 71.935
G1FV3-26826-MONOMER: Updating molecular-weight-seq from NIL to 31.489
G1FV3-30408-MONOMER: Updating molecular-weight-seq from NIL to 67.022
G1FV3-28896-MONOMER: Updating molecular-weight-seq from NIL to 41.636
G1FV3-25075-MONOMER: Updating molecular-weight-seq from NIL to 84.935
G1FV3-28898-MONOMER: Updating molecular-weight-seq from NIL to 66.662
G1FV3-30578-MONOMER: Updating molecular-weight-seq from NIL to 125.429
G1FV3-26827-MONOMER: Updating molecular-weight-seq from NIL to 53.26
G1FV3-30409-MONOMER: Updating molecular-weight-seq from NIL to 39.867
G1FV3-28899-MONOMER: Updating molecular-weight-seq from NIL to 63.152
G1FV3-25076-MONOMER: Updating molecular-weight-seq from NIL to 8.981
G1FV3-28900-MONOMER: Updating molecular-weight-seq from NIL to 33.801
G1FV3-30579-MONOMER: Updating molecular-weight-seq from NIL to 36.895
G1FV3-26828-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30410-MONOMER: Updating molecular-weight-seq from NIL to 19.683
G1FV3-28901-MONOMER: Updating molecular-weight-seq from NIL to 42.775
G1FV3-25077-MONOMER: Updating molecular-weight-seq from NIL to 33.803
G1FV3-28902-MONOMER: Updating molecular-weight-seq from NIL to 39.815
G1FV3-26829-MONOMER: Updating molecular-weight-seq from NIL to 57.223
G1FV3-30411-MONOMER: Updating molecular-weight-seq from NIL to 13.369
G1FV3-30580-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25078-MONOMER: Updating molecular-weight-seq from NIL to 34.083
G1FV3-28903-MONOMER: Updating molecular-weight-seq from NIL to 2.854
G1FV3-30412-MONOMER: Updating molecular-weight-seq from NIL to 47.428
G1FV3-28904-MONOMER: Updating molecular-weight-seq from NIL to 19.066
G1FV3-26830-MONOMER: Updating molecular-weight-seq from NIL to 26.424
G1FV3-30581-MONOMER: Updating molecular-weight-seq from NIL to 86.985
G1FV3-28905-MONOMER: Updating molecular-weight-seq from NIL to 36.888
G1FV3-25079-MONOMER: Updating molecular-weight-seq from NIL to 21.624
G1FV3-28906-MONOMER: Updating molecular-weight-seq from NIL to 21.352
G1FV3-30582-MONOMER: Updating molecular-weight-seq from NIL to 102.338
G1FV3-26831-MONOMER: Updating molecular-weight-seq from NIL to 30.911
G1FV3-30413-MONOMER: Updating molecular-weight-seq from NIL to 32.145
G1FV3-29280-MONOMER: Updating molecular-weight-seq from NIL to 30.528
G1FV3-28907-MONOMER: Updating molecular-weight-seq from NIL to 73.485
G1FV3-30414-MONOMER: Updating molecular-weight-seq from NIL to 23.178
G1FV3-25080-MONOMER: Updating molecular-weight-seq from NIL to 64.118
G1FV3-26832-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28908-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30583-MONOMER: Updating molecular-weight-seq from NIL to 64.461
G1FV3-25081-MONOMER: Updating molecular-weight-seq from NIL to 88.671
G1FV3-28909-MONOMER: Updating molecular-weight-seq from NIL to 23.143
G1FV3-30415-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28910-MONOMER: Updating molecular-weight-seq from NIL to 73.91
G1FV3-26833-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30584-MONOMER: Updating molecular-weight-seq from NIL to 20.853
G1FV3-28911-MONOMER: Updating molecular-weight-seq from NIL to 2.854
G1FV3-25082-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28912-MONOMER: Updating molecular-weight-seq from NIL to 39.503
G1FV3-26834-MONOMER: Updating molecular-weight-seq from NIL to 37.868
G1FV3-30416-MONOMER: Updating molecular-weight-seq from NIL to 14.086
G1FV3-30585-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28913-MONOMER: Updating molecular-weight-seq from NIL to 40.489
G1FV3-25083-MONOMER: Updating molecular-weight-seq from NIL to 64.487
G1FV3-29180-MONOMER: Updating molecular-weight-seq from NIL to 33.398
G1FV3-26835-MONOMER: Updating molecular-weight-seq from NIL to 56.159
G1FV3-28914-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30586-MONOMER: Updating molecular-weight-seq from NIL to 62.572
G1FV3-28915-MONOMER: Updating molecular-weight-seq from NIL to 30.002
G1FV3-28927-MONOMER: Updating molecular-weight-seq from NIL to 40.712
G1FV3-25084-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26836-MONOMER: Updating molecular-weight-seq from NIL to 56.262
G1FV3-28916-MONOMER: Updating molecular-weight-seq from NIL to 56.11
G1FV3-30587-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28918-MONOMER: Updating molecular-weight-seq from NIL to 60.152
G1FV3-25085-MONOMER: Updating molecular-weight-seq from NIL to 39.777
G1FV3-28919-MONOMER: Updating molecular-weight-seq from NIL to 32.7
G1FV3-26837-MONOMER: Updating molecular-weight-seq from NIL to 61.502
G1FV3-30589-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28920-MONOMER: Updating molecular-weight-seq from NIL to 35.373
G1FV3-25086-MONOMER: Updating molecular-weight-seq from NIL to 37.918
G1FV3-28921-MONOMER: Updating molecular-weight-seq from NIL to 59.608
G1FV3-26838-MONOMER: Updating molecular-weight-seq from NIL to 18.68
G1FV3-30590-MONOMER: Updating molecular-weight-seq from NIL to 44.819
G1FV3-28922-MONOMER: Updating molecular-weight-seq from NIL to 28.672
G1FV3-25087-MONOMER: Updating molecular-weight-seq from NIL to 37.797
G1FV3-28923-MONOMER: Updating molecular-weight-seq from NIL to 20.482
G1FV3-26839-MONOMER: Updating molecular-weight-seq from NIL to 42.603
G1FV3-30591-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28924-MONOMER: Updating molecular-weight-seq from NIL to 19.72
G1FV3-25088-MONOMER: Updating molecular-weight-seq from NIL to 47.723
G1FV3-28925-MONOMER: Updating molecular-weight-seq from NIL to 22.338
G1FV3-26840-MONOMER: Updating molecular-weight-seq from NIL to 100.328
G1FV3-30592-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28926-MONOMER: Updating molecular-weight-seq from NIL to 33.96
G1FV3-25089-MONOMER: Updating molecular-weight-seq from NIL to 34.36
G1FV3-28929-MONOMER: Updating molecular-weight-seq from NIL to 53.328
G1FV3-26841-MONOMER: Updating molecular-weight-seq from NIL to 3.088
G1FV3-30593-MONOMER: Updating molecular-weight-seq from NIL to 2.795
G1FV3-28928-MONOMER: Updating molecular-weight-seq from NIL to 24.39
G1FV3-25090-MONOMER: Updating molecular-weight-seq from NIL to 58.418
G1FV3-26842-MONOMER: Updating molecular-weight-seq from NIL to 64.475
G1FV3-30594-MONOMER: Updating molecular-weight-seq from NIL to 60.058
G1FV3-28930-MONOMER: Updating molecular-weight-seq from NIL to 83.673
G1FV3-25091-MONOMER: Updating molecular-weight-seq from NIL to 37.077
G1FV3-28931-MONOMER: Updating molecular-weight-seq from NIL to 17.106
G1FV3-26843-MONOMER: Updating molecular-weight-seq from NIL to 23.06
G1FV3-30595-MONOMER: Updating molecular-weight-seq from NIL to 32.528
G1FV3-28932-MONOMER: Updating molecular-weight-seq from NIL to 65.317
G1FV3-25092-MONOMER: Updating molecular-weight-seq from NIL to 14.159
G1FV3-26844-MONOMER: Updating molecular-weight-seq from NIL to 66.717
G1FV3-28933-MONOMER: Updating molecular-weight-seq from NIL to 71.743
G1FV3-30596-MONOMER: Updating molecular-weight-seq from NIL to 30.617
G1FV3-28934-MONOMER: Updating molecular-weight-seq from NIL to 86.722
G1FV3-25093-MONOMER: Updating molecular-weight-seq from NIL to 155.416
G1FV3-26845-MONOMER: Updating molecular-weight-seq from NIL to 34.527
G1FV3-28935-MONOMER: Updating molecular-weight-seq from NIL to 2.613
G1FV3-30597-MONOMER: Updating molecular-weight-seq from NIL to 39.97
G1FV3-28936-MONOMER: Updating molecular-weight-seq from NIL to 112.208
G1FV3-25094-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-26846-MONOMER: Updating molecular-weight-seq from NIL to 30.313
G1FV3-28938-MONOMER: Updating molecular-weight-seq from NIL to 47.367
G1FV3-30598-MONOMER: Updating molecular-weight-seq from NIL to 23.768
G1FV3-28939-MONOMER: Updating molecular-weight-seq from NIL to 68.564
G1FV3-25095-MONOMER: Updating molecular-weight-seq from NIL to 36.255
G1FV3-28940-MONOMER: Updating molecular-weight-seq from NIL to 2.995
G1FV3-26847-MONOMER: Updating molecular-weight-seq from NIL to 36.06
G1FV3-30599-MONOMER: Updating molecular-weight-seq from NIL to 3.103
G1FV3-28941-MONOMER: Updating molecular-weight-seq from NIL to 19.545
G1FV3-25096-MONOMER: Updating molecular-weight-seq from NIL to 38.563
G1FV3-26848-MONOMER: Updating molecular-weight-seq from NIL to 69.299
G1FV3-28942-MONOMER: Updating molecular-weight-seq from NIL to 34.93
G1FV3-30600-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28943-MONOMER: Updating molecular-weight-seq from NIL to 104.686
G1FV3-25097-MONOMER: Updating molecular-weight-seq from NIL to 47.414
G1FV3-26849-MONOMER: Updating molecular-weight-seq from NIL to 28.73
G1FV3-28944-MONOMER: Updating molecular-weight-seq from NIL to 100.257
G1FV3-30601-MONOMER: Updating molecular-weight-seq from NIL to 23.721
G1FV3-28945-MONOMER: Updating molecular-weight-seq from NIL to 32.756
G1FV3-25098-MONOMER: Updating molecular-weight-seq from NIL to 45.98
G1FV3-28946-MONOMER: Updating molecular-weight-seq from NIL to 40.141
G1FV3-26850-MONOMER: Updating molecular-weight-seq from NIL to 19.219
G1FV3-30602-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28947-MONOMER: Updating molecular-weight-seq from NIL to 55.664
G1FV3-25099-MONOMER: Updating molecular-weight-seq from NIL to 75.186
G1FV3-26851-MONOMER: Updating molecular-weight-seq from NIL to 29.398
G1FV3-28948-MONOMER: Updating molecular-weight-seq from NIL to 134.774
G1FV3-30603-MONOMER: Updating molecular-weight-seq from NIL to 10.966
G1FV3-28949-MONOMER: Updating molecular-weight-seq from NIL to 52.499
G1FV3-25100-MONOMER: Updating molecular-weight-seq from NIL to 52.499
G1FV3-26852-MONOMER: Updating molecular-weight-seq from NIL to 72.354
G1FV3-28950-MONOMER: Updating molecular-weight-seq from NIL to 94.608
G1FV3-30604-MONOMER: Updating molecular-weight-seq from NIL to 27.509
G1FV3-28951-MONOMER: Updating molecular-weight-seq from NIL to 43.498
G1FV3-25101-MONOMER: Updating molecular-weight-seq from NIL to 134.774
G1FV3-28952-MONOMER: Updating molecular-weight-seq from NIL to 24.508
G1FV3-26853-MONOMER: Updating molecular-weight-seq from NIL to 61.953
G1FV3-30605-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28953-MONOMER: Updating molecular-weight-seq from NIL to 6.146
G1FV3-25102-MONOMER: Updating molecular-weight-seq from NIL to 116.337
G1FV3-26854-MONOMER: Updating molecular-weight-seq from NIL to 20.839
G1FV3-28954-MONOMER: Updating molecular-weight-seq from NIL to 35.583
G1FV3-30606-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28955-MONOMER: Updating molecular-weight-seq from NIL to 30.2
G1FV3-25103-MONOMER: Updating molecular-weight-seq from NIL to 32.964
G1FV3-28956-MONOMER: Updating molecular-weight-seq from NIL to 48.327
G1FV3-26855-MONOMER: Updating molecular-weight-seq from NIL to 49.632
G1FV3-30607-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28958-MONOMER: Updating molecular-weight-seq from NIL to 7.349
G1FV3-25104-MONOMER: Updating molecular-weight-seq from NIL to 20.925
G1FV3-28959-MONOMER: Updating molecular-weight-seq from NIL to 8.033
G1FV3-26856-MONOMER: Updating molecular-weight-seq from NIL to 27.726
G1FV3-30608-MONOMER: Updating molecular-weight-seq from NIL to 18.023
G1FV3-28960-MONOMER: Updating molecular-weight-seq from NIL to 80.729
G1FV3-25105-MONOMER: Updating molecular-weight-seq from NIL to 95.448
G1FV3-28961-MONOMER: Updating molecular-weight-seq from NIL to 28.478
G1FV3-26857-MONOMER: Updating molecular-weight-seq from NIL to 53.61
G1FV3-30609-MONOMER: Updating molecular-weight-seq from NIL to 130.399
G1FV3-28977-MONOMER: Updating molecular-weight-seq from NIL to 13.91
G1FV3-25106-MONOMER: Updating molecular-weight-seq from NIL to 26.66
G1FV3-28963-MONOMER: Updating molecular-weight-seq from NIL to 35.265
G1FV3-26858-MONOMER: Updating molecular-weight-seq from NIL to 60.109
G1FV3-30610-MONOMER: Updating molecular-weight-seq from NIL to 52.809
G1FV3-28964-MONOMER: Updating molecular-weight-seq from NIL to 85.917
G1FV3-25107-MONOMER: Updating molecular-weight-seq from NIL to 120.629
G1FV3-28965-MONOMER: Updating molecular-weight-seq from NIL to 37.774
G1FV3-26859-MONOMER: Updating molecular-weight-seq from NIL to 47.043
G1FV3-30611-MONOMER: Updating molecular-weight-seq from NIL to 56.223
G1FV3-28967-MONOMER: Updating molecular-weight-seq from NIL to 46.041
G1FV3-28966-MONOMER: Updating molecular-weight-seq from NIL to 52.803
G1FV3-25108-MONOMER: Updating molecular-weight-seq from NIL to 10.263
G1FV3-26860-MONOMER: Updating molecular-weight-seq from NIL to 59.881
G1FV3-30612-MONOMER: Updating molecular-weight-seq from NIL to 20.309
G1FV3-28968-MONOMER: Updating molecular-weight-seq from NIL to 55.101
G1FV3-25109-MONOMER: Updating molecular-weight-seq from NIL to 105.546
G1FV3-28969-MONOMER: Updating molecular-weight-seq from NIL to 91.275
G1FV3-26861-MONOMER: Updating molecular-weight-seq from NIL to 51.706
G1FV3-30613-MONOMER: Updating molecular-weight-seq from NIL to 86.791
G1FV3-28970-MONOMER: Updating molecular-weight-seq from NIL to 54.351
G1FV3-25110-MONOMER: Updating molecular-weight-seq from NIL to 40.861
G1FV3-28971-MONOMER: Updating molecular-weight-seq from NIL to 26.541
G1FV3-26862-MONOMER: Updating molecular-weight-seq from NIL to 83.543
G1FV3-30614-MONOMER: Updating molecular-weight-seq from NIL to 9.319
G1FV3-28972-MONOMER: Updating molecular-weight-seq from NIL to 17.936
G1FV3-25111-MONOMER: Updating molecular-weight-seq from NIL to 13.452
G1FV3-26863-MONOMER: Updating molecular-weight-seq from NIL to 35.325
G1FV3-28973-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-30615-MONOMER: Updating molecular-weight-seq from NIL to 75.293
G1FV3-28974-MONOMER: Updating molecular-weight-seq from NIL to 71.06
G1FV3-25112-MONOMER: Updating molecular-weight-seq from NIL to 53.901
G1FV3-26864-MONOMER: Updating molecular-weight-seq from NIL to 69.97
G1FV3-28975-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-30616-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28976-MONOMER: Updating molecular-weight-seq from NIL to 4.989
G1FV3-25113-MONOMER: Updating molecular-weight-seq from NIL to 28.557
G1FV3-26866-MONOMER: Updating molecular-weight-seq from NIL to 35.932
G1FV3-30617-MONOMER: Updating molecular-weight-seq from NIL to 35.646
G1FV3-28980-MONOMER: Updating molecular-weight-seq from NIL to 5.318
G1FV3-25114-MONOMER: Updating molecular-weight-seq from NIL to 61.576
G1FV3-28981-MONOMER: Updating molecular-weight-seq from NIL to 79.607
G1FV3-26867-MONOMER: Updating molecular-weight-seq from NIL to 34.253
G1FV3-30619-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-28982-MONOMER: Updating molecular-weight-seq from NIL to 12.919
G1FV3-25115-MONOMER: Updating molecular-weight-seq from NIL to 89.47
G1FV3-26868-MONOMER: Updating molecular-weight-seq from NIL to 68.956
G1FV3-28983-MONOMER: Updating molecular-weight-seq from NIL to 30.002
G1FV3-30620-MONOMER: Updating molecular-weight-seq from NIL to 50.915
G1FV3-28984-MONOMER: Updating molecular-weight-seq from NIL to 33.458
G1FV3-25116-MONOMER: Updating molecular-weight-seq from NIL to 70.993
G1FV3-26869-MONOMER: Updating molecular-weight-seq from NIL to 39.273
G1FV3-28985-MONOMER: Updating molecular-weight-seq from NIL to 20.55
G1FV3-30621-MONOMER: Updating molecular-weight-seq from NIL to 20.573
G1FV3-28986-MONOMER: Updating molecular-weight-seq from NIL to 10.956
G1FV3-25117-MONOMER: Updating molecular-weight-seq from NIL to 123.279
G1FV3-28987-MONOMER: Updating molecular-weight-seq from NIL to 36.254
G1FV3-26870-MONOMER: Updating molecular-weight-seq from NIL to 141.643
G1FV3-30622-MONOMER: Updating molecular-weight-seq from NIL to 45.169
G1FV3-28988-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-25118-MONOMER: Updating molecular-weight-seq from NIL to 120.644
G1FV3-28989-MONOMER: Updating molecular-weight-seq from NIL to 22.085
G1FV3-26871-MONOMER: Updating molecular-weight-seq from NIL to 132.849
G1FV3-30623-MONOMER: Updating molecular-weight-seq from NIL to 110.975
G1FV3-28990-MONOMER: Updating molecular-weight-seq from NIL to 24.334
G1FV3-25119-MONOMER: Updating molecular-weight-seq from NIL to 133.048
G1FV3-28991-MONOMER: Updating molecular-weight-seq from NIL to 24.908
G1FV3-26872-MONOMER: Updating molecular-weight-seq from NIL to 63.902
G1FV3-30624-MONOMER: Updating molecular-weight-seq from NIL to 14.881
G1FV3-28994-MONOMER: Updating molecular-weight-seq from NIL to 8.685
G1FV3-25120-MONOMER: Updating molecular-weight-seq from NIL to 61.497
G1FV3-26873-MONOMER: Updating molecular-weight-seq from NIL to 93.642
G1FV3-28995-MONOMER: Updating molecular-weight-seq from NIL to 42.89
G1FV3-30625-MONOMER: Updating molecular-weight-seq from NIL to 37.655
G1FV3-28996-MONOMER: Updating molecular-weight-seq from NIL to 48.302
G1FV3-25121-MONOMER: Updating molecular-weight-seq from NIL to 37.097
G1FV3-28997-MONOMER: Updating molecular-weight-seq from NIL to 56.371
G1FV3-26874-MONOMER: Updating molecular-weight-seq from NIL to 26.409
G1FV3-30626-MONOMER: Updating molecular-weight-seq from NIL to 37.865
G1FV3-28998-MONOMER: Updating molecular-weight-seq from NIL to 68.715
G1FV3-25122-MONOMER: Updating molecular-weight-seq from NIL to 39.942
G1FV3-28999-MONOMER: Updating molecular-weight-seq from NIL to 115.696
G1FV3-26875-MONOMER: Updating molecular-weight-seq from NIL to 56.582
G1FV3-30627-MONOMER: Updating molecular-weight-seq from NIL to 29.015
G1FV3-29000-MONOMER: Updating molecular-weight-seq from NIL to 3.415
G1FV3-25123-MONOMER: Updating molecular-weight-seq from NIL to 94.62
G1FV3-26876-MONOMER: Updating molecular-weight-seq from NIL to 91.13
G1FV3-29002-MONOMER: Updating molecular-weight-seq from NIL to 174.338
G1FV3-30628-MONOMER: Updating molecular-weight-seq from NIL to 2.879
G1FV3-29003-MONOMER: Updating molecular-weight-seq from NIL to 36.934
G1FV3-25124-MONOMER: Updating molecular-weight-seq from NIL to 14.406
G1FV3-26877-MONOMER: Updating molecular-weight-seq from NIL to 43.565
G1FV3-29004-MONOMER: Updating molecular-weight-seq from NIL to 173.0
G1FV3-30629-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29005-MONOMER: Updating molecular-weight-seq from NIL to 38.361
G1FV3-25125-MONOMER: Updating molecular-weight-seq from NIL to 17.501
G1FV3-26878-MONOMER: Updating molecular-weight-seq from NIL to 11.562
G1FV3-29006-MONOMER: Updating molecular-weight-seq from NIL to 20.794
G1FV3-30630-MONOMER: Updating molecular-weight-seq from NIL to 33.076
G1FV3-29007-MONOMER: Updating molecular-weight-seq from NIL to 16.16
G1FV3-25126-MONOMER: Updating molecular-weight-seq from NIL to 32.545
G1FV3-29008-MONOMER: Updating molecular-weight-seq from NIL to 26.192
G1FV3-26879-MONOMER: Updating molecular-weight-seq from NIL to 15.358
G1FV3-30631-MONOMER: Updating molecular-weight-seq from NIL to 11.965
G1FV3-29009-MONOMER: Updating molecular-weight-seq from NIL to 38.578
G1FV3-25127-MONOMER: Updating molecular-weight-seq from NIL to 43.316
G1FV3-26880-MONOMER: Updating molecular-weight-seq from NIL to 25.228
G1FV3-29010-MONOMER: Updating molecular-weight-seq from NIL to 64.196
G1FV3-30632-MONOMER: Updating molecular-weight-seq from NIL to 31.236
G1FV3-29011-MONOMER: Updating molecular-weight-seq from NIL to 9.014
G1FV3-25128-MONOMER: Updating molecular-weight-seq from NIL to 61.894
G1FV3-26881-MONOMER: Updating molecular-weight-seq from NIL to 68.137
G1FV3-29013-MONOMER: Updating molecular-weight-seq from NIL to 192.351
G1FV3-30633-MONOMER: Updating molecular-weight-seq from NIL to 53.226
G1FV3-29014-MONOMER: Updating molecular-weight-seq from NIL to 6.589
G1FV3-25129-MONOMER: This protein contains illegal amino acid characters. The molecular weight could not be computed.
G1FV3-29015-MONOMER: Updating molecular-weight-seq from NIL to 23.106
G1FV3-26882-MONOMER: Updating molecular-weight-seq from NIL to 65.336
G1FV3-30634-MONOMER: Updating molecular-weight-seq from NIL to 77.577
G1FV3-29016-MONOMER: Updating molecular-weight-seq from NIL to 122.927
G1FV3-25130-MONOMER: Updating molecular-weight-seq from NIL to 82.588
G1FV3-26883-MONOMER: Updating molecular-weight-seq from NIL to 58.864
G1FV3-29017-MONOMER: Updating molecular-weight-seq from NIL to 102.555
G1FV3-30635-MONOMER: Updating molecular-weight-seq from NIL to 4.515
G1FV3-29018-MONOMER: Updating molecular-weight-seq from NIL to 19.878
G1FV3-25131-MONOMER: Updating molecular-weight-seq from NIL to 69.564
G1FV3-26884-MONOMER: Updating molecular-weight-seq from NIL to 51.82
G1FV3-29019-MONOMER: Updating molecular-weight-seq from NIL to 152.11
G1FV3-30636-MONOMER: Updating molecular-weight-seq from NIL to 150.868
G1FV3-29020-MONOMER: Updating molecular-weight-seq from NIL to 13.383
G1FV3-25132-MONOMER: Updating molecular-weight-seq from NIL to 61.184
G1FV3-26885-MONOMER: Updating molecular-weight-seq from NIL to 57.65
G1FV3-29021-MONOMER: Updating molecular-weight-seq from NIL to 54.555
G1FV3-30638-MONOMER: Updating molecular-weight-seq from NIL to 27.898
G1FV3-29022-MONOMER: Updating molecular-weight-seq from NIL to 40.061
G1FV3-25133-MONOMER: Updating molecular-weight-seq from NIL to 44.914
G1FV3-29023-MONOMER: Updating molecular-weight-seq from NIL to 59.4
G1FV3-26886-MONOMER: Updating molecular-weight-seq from NIL to 28.676
